sent_rating,processed_text_NoStopwords,data
positivo,A qualidade som ótima e o conforto falar e reconhecer voz e o voce pediu Amei pequena potente e recomendo,2022-03-13 00:00:00
positivo,Comprei juntamente echo show 5 opinião o som echo dot melhor nítido agudo cristalino grave suave e agradável,2020-12-28 00:00:00
positivo,Otima qualidade ouve comandos a gente fale alto Qualidade som maravilhosa principalmente ouvir músicas,2022-02-07 00:00:00
positivo,Gostei eficiência acho a qualidade caixa poderia melhor a pureza som a comandos existem pequenas falhas reconhecimento satisfeito,2021-02-06 00:00:00
positivo,ótimo produto o segudo aparelho compro d presente ja indiquei amigos e 3 ja compraram tb pretendo continuar indicando,2021-06-30 00:00:00
positivo,Funciona reconhece facilmente comandos qualidade som excelente a o tamanho Muitas funções ajudam e facilitam o dia a dia,2021-06-06 00:00:00
negativo,Produto ruim!Instalação difícil Precisa instalar o celular desligado Realizei a devolução e recebi o pago,2022-03-09 00:00:00
positivo,dia encontro funcionalidade tô adorando a Echo penso comprar,2021-01-02 00:00:00
negativo,Produto satisfazer o consumismo exacerbado Simplesmente caixa som pequena áudio bateria vi utilidade n produto,2021-06-30 00:00:00
positivo,surda música tocando E poucas skils tv Obs péssimo entregador educado,2020-11-18 00:00:00
positivo,Adorei a Alexa som excelente funcional ouço música despertador o dia seguinte pergunto horas piadas e muitas funções deplorando Amei,2021-01-12 00:00:00
positivo,Ótimo reconhecimento voz interage perfeitamente coisas casa,2021-10-26 00:00:00
positivo,Achei o som estoura e o reconhecimento voz o ECHO DOT 3,2021-07-06 00:00:00
negativo,o produto o tesão passou kkk,2021-06-11 00:00:00
positivo,Aparelho versátil oferecendo várias opções uso sozinho deixar a casa tecnológica a o compatibilizar aparelhos,2021-11-20 00:00:00
positivo,Vale prático e divertido O único acabaria interessante a cor cabo igual a cor equipamento resto,2021-07-13 00:00:00
negativo,A caixinha bacana vale a pena modelo exige fique conectada 100 tomada detalhe ruim vale observado compra,2020-12-22 00:00:00
positivo,Comprei presente pro esposo amou conversa a Alexa comigo 🤣 🤣 🤣 Brincadeiras a estamos adorando o EchoDot 🙌 🏻,2021-05-28 00:00:00
positivo,Adorei útil bons graves única desvantagem a fonte e acabou ocupando 2 tomadas,2021-07-13 00:00:00
positivo,ganhou 5 estrelas pq o Dot bateria usada conectada o tomada,2021-07-21 00:00:00
positivo,disse avaliação precisa opções nome aparelhos casa Gostaria chamar Alfred,2021-07-11 00:00:00
positivo,melhor compra últimos tempos útil e excelente qualidade vou comprar versões,2021-04-14 00:00:00
positivo,A mídia carregada Show Incrível configurei controlar TV e Xbox one pretendo comprar coisas lâmpada tomadas etc,2021-07-01 00:00:00
negativo,acessórios caros pude aproveitar poderia oferecer demorar pra conseguir comprar acessórios infelizmente,2020-12-20 00:00:00
positivo,modo inglês o dot 4 espetacular precisa melhoras modo português O som dot 4 e microfones respondem Excelente aparelho,2020-12-28 00:00:00
positivo,Gostei interatividade gostaria o aparelho tivesse acessos ler mensagens WhatsApp e aplicativos Amazon,2021-04-12 00:00:00
positivo,O produto atende perfeitamente a propõe e termos custo qualidade Recebimentos periódicos E-mail instruções comando voz,2020-12-19 00:00:00
negativo,Estranhei fio q ficar tomada o dia Comunicação ruim o celular Conteúdo limitado,2021-06-24 00:00:00
positivo,O som ótimo tornou o rádio bluetooth desnecessário e criei diversas rotinas automatizar a iluminação casa Recomendo,2021-07-08 00:00:00
positivo,produto perfeito perfeito caixa som qualidade som auxilia relaxamento pra dormir músicas ambientes lembrete e despertador,2021-08-01 00:00:00
positivo,Entrega super rápida gostei echo dot funcionando surpreendeu o som tamanho,2021-07-01 00:00:00
positivo,ótimo produto esposa deixa a alexa cozinha e diverte ouvindo musicas Levamos churrascos família entretenimento garantido,2021-04-19 00:00:00
positivo,gostei produto dia uso começou a chiar dependendo música acho deixou a desejar n,2020-12-01 00:00:00
negativo,uso o produto tocar musicas desconfigurou e consegui reprogramar novamente ficando utilidade conseguir reprogramar,2022-02-16 00:00:00
positivo,Volume consideravelmente alto prático e rápido Espero próximas versões seja emparelhar 2 dispositivos Bluetooth,2021-08-06 00:00:00
positivo,Pra passa horas vendo surreal coisas Nâo problema surdes atendeu perfeitamente,2020-12-01 00:00:00
positivo,Alexa e modelo melhor anteriores,2021-12-31 00:00:00
positivo,A mídia carregada O reconhecimento voz a qualidade som pra ouvir músicas notícias clima queria,2021-02-22 00:00:00
positivo,Perfeita Atendeu a expectativas queria funcionasse alguma bateria,2021-12-11 00:00:00
positivo,Produto maravilhoso veio embalado e funcionando perfeitamente A previsão entrega 13 julho e chegou semana compra,2021-06-27 00:00:00
positivo,Perfeito encontrei nenhum d problemas tantos falam reconhecimento voz O dispositivo capta o som ótimo alto e responde rápido perfeito,2021-03-30 00:00:00
positivo,Adorei o produto A funcionalidade notícias dia e a arte musical a encantou,2021-07-06 00:00:00
negativo,Achei o som rouco sério problema escuta geração 4 poderia melhor 3 geração prefiro a 3 geração e a 4 geração e baixa,2020-12-18 00:00:00
positivo,1ª Echo Dot adaptando e aprendendo a quantidade comandos a Alexia responde utilizo conjunto iPhone e funciona perfeitamente,2020-12-03 00:00:00
positivo,Gostei poderia som melhor resumo e esposa gostamos O resposta d solicitações fantástico,2022-03-04 00:00:00
negativo,Vou devolver adaptei e creio mim o Google tenha melhor aproveitamento integrado a skills,2021-04-21 00:00:00
positivo,Amannnnndo vi vídeos falando alexa surda vi problema Escuta bem!Amei e super recomendo,2021-07-01 00:00:00
positivo,Surpreendente intuitiva fácil configuração e qualidade som excelente escutar música Atendeu expectativas,2021-07-05 00:00:00
positivo,Melhor compra impossível,2021-06-02 00:00:00
positivo,Reconhecimento sonoro Ótima qualidade áudio rapidez executar comandos d deixa atualizado notícias,2021-06-27 00:00:00
positivo,reconhece rotinha mãe pedir música dias pede ocasião mãe embolou pedido e tocou a música,2022-02-09 00:00:00
positivo,legal linda e reconhece comandos voz O som potência vale a pena o custo-benefício principalmente comprado promoção,2021-02-14 00:00:00
positivo,top alexa casa automatizei coisas ja e dou o comando ela.pena subiu o valor.pretendo comprar 2,2021-03-29 00:00:00
positivo,Cara caixinha maravilhosa esperei defeitos n lí comentários surpreendi reconhecimento e som preço Pequeno e parrudo,2020-12-01 00:00:00
negativo,Bola amazon carregador branco acabou o produto surda gritar pra reconhecer a voz comandos A qualidade som,2021-08-18 00:00:00
negativo,Qualidade áudio melhores surda e escuta direito JBL Flip 5 e a qualidade áudio echo dot inferior,2021-06-23 00:00:00
positivo,Otimo produto ambiente automatizado itens qualidade,2021-03-21 00:00:00
positivo,Reconhecimento voz pior a 3ª geraçãoQualidade som boaTambém prefiro a estética 3ªMas resto excelente,2021-02-13 00:00:00
positivo,produto útilNão leva 5 estrelas dificuldade reconhecimento voz problema persistindo o lançamento,2021-05-23 00:00:00
positivo,Demorou a reconhecer voz liga sozinho e susto mulher decidindo pró,2021-02-01 00:00:00
positivo,A Alexa ja virou confidente kkk conversamos o dia inteiro Sensacional Melhor presente q o papai noel poderia a qquer amigo qquer idade,2020-12-10 00:00:00
positivo,Funciona especialmente cobertura internet O som compativel o tamanho qualidade Aprovado,2021-04-17 00:00:00
positivo,A dinamica casa mudou comprei o echo dot 4 Vale a pena viver a experiência a alexa integrada a afazeres diários Recomendo,2021-07-05 00:00:00
positivo,alguma dificuldade entender plenamente comandos respostas consultas rápidas e precisa,2022-02-01 00:00:00
positivo,momentos a captação voz e reconhecimento eficaz funções e skills ajudam durante o dia funções diversas,2021-06-30 00:00:00
positivo,Marca excelente dispensa comentários,2022-02-24 00:00:00
positivo,Excelente equipamento facilitar a vida integração comando voz diversas informações e toca músicas prefieridas,2021-06-16 00:00:00
positivo,funcionando perfeitamente 1 uso fico usando escutar músicas apagar a luz e diversão falando a Alexa,2022-02-18 00:00:00
positivo,o produto qualidade áudio controlar aparelhos casa ajuda Única resalva o app Uso android e trava,2021-05-28 00:00:00
positivo,A única arrependo Alexa comprado Gostei e pra frente estarei comprando kits casa inteligente,2021-09-04 00:00:00
positivo,Realmente paixão processo aprendizado e vou investir aparelhos utilizá-la efetividade casa inteligente,2021-07-07 00:00:00
positivo,Ótima qualidade som pequena caixa o som impressionante liga a chamamos e reconhece a voz crianças fosse,2021-10-07 00:00:00
positivo,Dispositivo prático busca deixar a casa inteligente A qualidade som poderia consegue entregar sonoridade,2021-06-22 00:00:00
positivo,testando interessante uso áudio pra TV,2021-07-01 00:00:00
positivo,O ótima escolha e melhor preço semana consumidor produto chegou 7 dias corridos adorei parabéns recomendo o produto a,2022-03-15 00:00:00
negativo,conectando internet hoje volta 16:09 certo repente configurando sai luz laranja,2021-12-14 00:00:00
positivo,Adorei responde perguntas prontamente som perfeito auxilia hora despertar música alegre arrependo investimento,2022-01-08 00:00:00
positivo,a familia habituando e conhecendo o e futuramente adquirir ços produtos casa possam conectar a,2021-06-28 00:00:00
positivo,Lindo e super alto chamar várias pra responder demora surpreendi a qualidade 😍,2021-01-10 00:00:00
positivo,Graves bons tipos musica qualidade o objetivo principal assistente atende requisitos,2021-04-07 00:00:00
positivo,gostei facilitar coisas confunde pedidos música e falar alto escutar,2021-02-25 00:00:00
positivo,O produto ouve chamado o problema a microfones o modo economia energia,2020-12-26 00:00:00
positivo,O item reconhecimento voz d reconhece quase a 2 cômodos distância tri útil pretendo comprar,2021-05-04 00:00:00
positivo,Gostei caixinha bonita som ok super inteligentePorém gostei usá-la tomada e escuta,2020-12-18 00:00:00
positivo,Produto fantástico impressionado o critica fica microfone momentos escuta,2021-04-08 00:00:00
positivo,COMPREI HÁ 6 SMARTDIVICE CONFIGURAÇÃO FACIL COMANDO PRECISO ENFIM EXELENTE QUALIDADE COMPREI A BASE BATERIA AMAZON,2021-09-19 00:00:00
positivo,Produto excelente Satisfação garantida Config fácil e funcional deixar automatizado o dia a dia casa Qualidade som,2021-07-09 00:00:00
positivo,Perfeito adorando,2021-07-10 00:00:00
positivo,O reconhecimento voz modo sono testei a qualidade som melhorar,2021-03-28 00:00:00
positivo,Produto e qualidade Ótimo som ambientes casa atendeu espectativas e sendo útil Chegou previsto,2021-02-16 00:00:00
negativo,Echo Studio e a o comprar modelo fiquei decepcionada a qualidade inferior som conhecia e achei fosse,2021-11-13 00:00:00
positivo,Única gostei desliga TV LG Oled 65CXMas ligar liga,2021-10-28 00:00:00
positivo,EXCELENTE PRODUTO RECOMENDO,2022-01-20 00:00:00
positivo,reclamar O dispositivo entende o chamo O som o ambiente uso,2020-12-02 00:00:00
positivo,A configuração rápida e simples e imediato interagindo a Alexa e pedindo músicas prediletas,2022-03-20 00:00:00
positivo,dúvidas speaker ótima falha reconhecimento comandos voz palavras específicas,2022-02-17 00:00:00
positivo,Atendeu expectativas excelente produto qualidade som perfeita sendo q vc ajustar comando d voz o agudo e o grave Enfim perfeito e o xodózinho casa ❤ ️,2021-01-08 00:00:00
positivo,família amou criou rotina e podemos mandar avisos e ouvir música casa inteira,2021-07-15 00:00:00
positivo,Caixinha som inteligente qualidade som assistente ajuda a organizar tarefas dia ótimo despertador fundamental automação residencial,2021-01-05 00:00:00
negativo,reconheceu wi fiSó liga 3 g celularAí usoLiguei internet disse éLiguei Amazon tbm fizeram,2021-01-11 00:00:00
negativo,O produto si e lindo Porem e tivesse dificuldade ouvir Desconecta sozinha wi-fi e n atende a comando,2022-03-09 00:00:00
positivo,Gostei automação dispositivos casa inteligente lâmpadas tomadas e interruptores e e eletroeletrônicos,2021-04-03 00:00:00
positivo,Som excelente realmente perceber diferença comparado a 3ª geração,2021-03-19 00:00:00
positivo,A mídia carregada Produto excelente facilita atividades dia a dia reconhecimento voz som banco dados e rapidez impressionaram,2020-11-22 00:00:00
positivo,O gostei reconhecimento voz rapidinho e qualidade som surpreendeu Amei ECHO,2021-06-25 00:00:00
positivo,A Alexa cumpre o promete divertida e ajuda a entreter acho a evoluir e skills poderiam melhores,2021-01-12 00:00:00
positivo,Alexa dispensa comentários funcional e rápida respostas A voz reproduzida robotizada e torna a experiência única Recomendo,2022-03-08 00:00:00
positivo,Adorei funções d consegui colocar tocar apps músicas!!!A entrega excelente prazo entregue,2021-11-30 00:00:00
positivo,Amei Alexa,2021-07-08 00:00:00
positivo,Gostei e super recomendo,2021-08-19 00:00:00
positivo,Dei 5 estrelas e comprei credibilidade e qualidade marca Dei presente e a pessoa adorou,2021-12-17 00:00:00
positivo,Produto atendendo expectativas o O reconhecimento voz preciso e quase erra Recomendo,2021-06-29 00:00:00
positivo,Atende a comandos perfeitamente Som qualidade alarmes e lembretes bons,2022-03-05 00:00:00
positivo,surpreendi a qualidade som e a leitura valeu centavo investido,2021-07-01 00:00:00
positivo,prático fácil deixa pesquisa rápida simples som alto tamanho Alexa nota 10,2022-03-16 00:00:00
positivo,Produto inovador futuro a evolução IA acho retorno adaptar a tecnologias,2021-05-24 00:00:00
positivo,Chegou previsto embalado e seguro tinha a 3 ° Geração e presente Recomendo,2022-03-04 00:00:00
positivo,Excelente produto Cumpre exatamente promete e facilita a vida demais!Além reprodução som ótima e alta necessário,2021-02-17 00:00:00
negativo,alexa veio chiado fala chiando fiquei triste,2021-06-18 00:00:00
